comment,toxic,comment_clean
"I think UBSan works for static executables, but we do not support ubsan in SANITIZE_TARGET.
SGTM",0,i think ubsan works for static executables but we do not support ubsan in sanitizetarget sgtm
these divs are unnecessary since li's are block-level elements. bump the class attributes onto the li's and delete the divs.,0,these divs are unnecessary since lis are blocklevel elements bump the class attributes onto the lis and delete the divs
"""Sending SIGTERM to service '%s' (pid %d)..."" to match other logging. (having both the name and the pid is helpful when trying to work out what happened after the fact.)",0,sending sigterm to service s pid d to match other logging having both the name and the pid is helpful when trying to work out what happened after the fact
"Yuck. I know it's not your code originally, but could we go with a simple for (int ...) loop?",1,yuck i know it is not your code originally but could we go with a simple for int loop
"nuage_vif_id = port_mapping.get('nuage_vif_id', None)",0,nuagevifid portmappinggetnuagevifid none
isn't it simpler to use self.vpnservice with do_delete=False and catch webob.exc.HTTPClientError?,0,is not it simpler to use selfvpnservice with dodeletefalse and catch webobexchttpclienterror
"Kirill, you are wrong, this command kills only parent process, instead of killing all processes, like pkill does.",0,kirill you are wrong this command kills only parent process instead of killing all processes like pkill does
"if expiration_secs == 0, this will fail. Don't you mean hasattr()?",0,if expirationsecs 0 this will fail do not you mean hasattr
"Don't we want to remove this, if we're going to disable gen2?

Also, I think either make this a DT quirk flag, or we kill gen2 entirely upstream.",0,do not we want to remove this if we are going to disable gen2 also i think either make this a dt quirk flag or we kill gen2 entirely upstream
Damn i thought i removed those references. Good catch to change the name of the file.,1,damn i thought i removed those references good catch to change the name of the file
"Okay, SGTM then.

It sounds like the fact that GCMS::ListAccount triggers a re-fetch is useless then? Because if we know the cached state is stale, a refresh should already have been triggered?",0,okay sgtm then it sounds like the fact that gcmslistaccount triggers a refetch is useless then because if we know the cached state is stale a refresh should already have been triggered
"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",1,this is pretty ugly maybe we could instead identify slcg clocks by a name prefix instead eg all slcg clocks are named slcg
"Why remove the notrace? (Not sure if you've ever looked at how the output looks without it, it's horribly confusing and hides the actual error message above a screen full of crap.)",1,why remove the notrace not sure if you have ever looked at how the output looks without it it is horribly confusing and hides the actual error message above a screen full of crap
"Maybe a dumb question and I'm totally missing something here, isn't this code just testing the test code/fake driver from up above in this file? Couldn't these unit test just assert that the proxy was called with the right params and return value and thats it? (ie validating behavior of the driver code and not test code)",0,maybe a dumb question and i am totally missing something here is not this code just testing the test codefake driver from up above in this file could not these unit test just assert that the proxy was called with the right params and return value and thats it ie validating behavior of the driver code and not test code
i hate the new gerrit,1,i hate the new gerrit
You should probably catch these as they just get wrapped in the wrapper method (execute_rpc) with a CliError that collects the exception message ... though I don't feel strongly about this but it seems like you should either not catch any exceptions and raise exceptions (instead of -1) or catch them all and translate them into -1's,0,you should probably catch these as they just get wrapped in the wrapper method executerpc with a clierror that collects the exception message though i do not feel strongly about this but it seems like you should either not catch any exceptions and raise exceptions instead of 1 or catch them all and translate them into 1s
with mocks you would have to add these return values which is what the Fakes are doing..,0,with mocks you would have to add these return values which is what the fakes are doing
"Holy crap, yes, must've been a typo when changing to RunCommand. THX",1,holy crap yes mustve been a typo when changing to runcommand thx
"this is lame copy-pasta. Left a comment, but it's not for this CL.",1,this is lame copypasta left a comment but it is not for this cl
"thanks, actually I should remove them because locked is not returned through API",0,thanks actually i should remove them because locked is not returned through api
"I don't think it's any clearer to draw the line that the two have to be coupled - although they are in this storage policy.
 
 Coverage + eventlet sucks.
 
 The only way I've found to know if a line is covered or not is to stick a NameError in there and see if a test will hit it. Those lines are definitely covered.",1,i do not think it is any clearer to draw the line that the two have to be coupled although they are in this storage policy coverage eventlet sucks the only way i have found to know if a line is covered or not is to stick a nameerror in there and see if a test will hit it those lines are definitely covered
